IDADE;SEXO;RENDA;REST_MOB;VINC;CURSO;SEM;PROAE;CURSO_MD;ORG_UND;FREQ_20172;ORIGEM1;DESTINO1;FREQ1;MOTIVO1;DESLOC2;ORIGEM2;DESTINO2;FREQ2;MOTIVO2;DESLOC3;ORIGEM3;DESTINO3;FREQ3;MOTIVO3;S_PONT;S_FREQ;S_ACES;S_CONF;S_ESPR;S_INFO;S_TRAT;S_TRAN;S_VIOL;S_SATS;I_PONT;I_FREQ;I_ACES;I_CONF;I_ESPR;I_INFO;I_TRAT;I_TRAN;I_VIOL
24;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes;5º;S;;;5-9 Semana;Faculdade de Arquitetura;Escola de Belas Artes;1-4 Semana;Aula no local de destino;Sim;Instituto de Geociências;Instituto Feminino;1-4 Semana;Atividade de Pesquisa/Extensão no local de destino;Sim;Faculdade de Arquitetura;Faculdade de Filosofia Ciências Humanas;1-4 Semana;Aula no local de destino;DC;DC;DC;DC;DC;DC;DP;DP;DC;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
22;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Estatística;7º;N;;;1-4 Semestre;Instituto de Matemática;Reitoria;1-4 Semestre;Outro;Não;;;;;;;;;;DP;CP;DP;DP;DP;CP;CP;CP;DP;DP;IMP;IMP;IMP;PC IMP;IMP;MT IMP;PC IMP;MT IMP;MT IMP
26;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Odontologia;8º;S;;;1-4 Semana;Reitoria;Faculdade de Ciências Econômicas;1-4 Semana;Refeição em Restaurante Universitário;Não;;;;;;;;;;DC;DC;DC;DC;DP;DC;DC;DP;DP;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
23;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Contábeis - Noturno;1º;N;;;1-4 Semana;Faculdade de Ciências Contábeis;Instituto de Matemática;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DP;CP;DP;DC;DP;CC;CP;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
20;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;4º;N;;;5-9 Semana;Creche UFBA;Escola Politécnica;5-9 Semana;Aula no local de destino;Sim;Pavilhão de Aulas da Federação I;Escola Politécnica;1-4 Semana;Aula no local de destino;Não;;;;;DP;DP;CP;DP;DP;CP;CP;DP;DP;CP;MT IMP;IMP;PC IMP;IMP;PC IMP;IMP;PC IMP;IMP;IMP
21;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Dança;5º;N;;;1-4 Mês;Escola de Dança;Reitoria;1-4 Mês;Outro;Não;;;;;;;;;;DC;DP;DC;DP;DP;DC;CP;CP;DC;DP;MT IMP;MT IMP;IMP;IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
20;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Sanitária e Ambiental;5º;N;;;1-4 Semana;Pavilhão de Aulas da Federação I;Escola Politécnica;1-4 Semana;Aula no local de destino;Sim;Pavilhão de Aulas da Federação I;Residência Universitária I;1-4 Mês;Outro;Não;;;;;DP;DP;CP;DP;CC;CC;CC;CC;CP;DP;IMP;IMP;IMP;IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
18;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Contábeis - Noturno;1º;N;;;1-4 Semana;Faculdade de Ciências Contábeis;Pavilhão  de  Aulas IV;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DP;DP;DC;DC;CC;CC;CC;DC;MT IMP;MT IMP;PC IMP;PC IMP;PC IMP;MT IMP;MT IMP;MT IMP;ND IMP
24;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Química (Lic.);7º;N;;;1-4 Semana;Instituto de Química;Faculdade de Educação;1-4 Mês;Aula no local de destino;Sim;Faculdade de Educação;Pavilhão de Aulas da Federação I;1-4 Mês;Aula no local de destino;Não;;;;;CP;CP;DC;DC;DC;CC;CP;CC;DC;DP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
24;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades - Noturno;6º;N;;;1-4 Semana;Pavilhão  de  Aulas  da  Federação  III;Pavilhão de Aulas de São Lázaro;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DP;DP;DC;DP;CP;CP;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
19;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Psicologia - Formação de Psicólogo;5º;N;;;5-9 Semana;Faculdade de Filosofia Ciências Humanas;Superintendência de Avaliação e Desenvolvimento Institucional - SUPAD;5-9 Semana;Outro;Sim;Faculdade de Filosofia Ciências Humanas;Outros Locais (UFBA);1-4 Semana;Aula no local de destino;Não;;;;;DC;DC;CP;DC;DC;DP;DP;CP;DP;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;IMP;MT IMP
20;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Psicologia - Formação de Psicólogo;5º;N;;;1-4 Semana;Faculdade de Filosofia Ciências Humanas;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DP;DP;DP;DC;DP;CC;CP;DP;DP;MT IMP;MT IMP;MT IMP;IMP;PC IMP;MT IMP;IMP;IMP;MT IMP
23;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Psicologia - Formação de Psicólogo;5º;N;;;1-4 Semana;Pavilhão de Aulas de São Lázaro;Restaurante Universitário (Campus Ondina);1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;DC;CP;DC;DC;DC;CP;DC;DC;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;MT IMP
36;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Mest;;;;Ciência da Computação;;1-4 Semestre;Instituto de Matemática;Reitoria;1-4 Semestre;Evento/Treinamento no local de destino;Sim;Instituto de Matemática;Escola Politécnica;1-4 Semestre;Evento/Treinamento no local de destino;Não;;;;;CP;CP;CC;CP;CP;CC;CC;CC;CP;CP;IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
28;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Biotecnologia;3º;N;;;1-4 Mês;Reitoria;Pavilhão de Aulas da Federação VI;1-4 Mês;Aula no local de destino;Sim;Inst. de Humanidades Artes e Ciências;Instituto de Ciências da Saúde;1-4 Mês;Aula no local de destino;Não;;;;;DP;DC;CC;DC;DC;DC;CC;CC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
25;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Farmácia;12º;N;;;5-9 Semana;Instituto de Matemática;Hospital Universitário;5-9 Semana;Atividade de Pesquisa/Extensão no local de destino;Não;;;;;;;;;;DP;DC;CC;CP;CP;CP;CP;CC;DP;CP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
44;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Mest;;;;Ciência da Informação;;5-9 Semana;Restaurante Universitário (Campus Ondina);Instituto de Ciências da Informação;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;DC;DC;DP;DP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Sanitária e Ambiental;3º;N;;;1-4 Semestre;Pavilhão de Aulas da Federação I;Reitoria;1-4 Semestre;Outro;Não;;;;;;;;;;CP;CP;DP;DP;DP;DP;CP;CP;DP;CP;IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
20;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Farmácia;3º;N;;;1-4 Semana;Faculdade de Farmácia;Instituto de Ciências da Saúde;1-4 Semana;Aula no local de destino;Sim;Instituto de Ciências da Saúde;Faculdade de Farmácia;1-4 Semana;Aula no local de destino;Não;;;;;DC;DC;CP;DC;DC;DC;CC;CC;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Museologia;3º;N;;;10-M Semana;Faculdade de Filosofia Ciências Humanas;Escola de Belas Artes;1-4 Semana;Aula no local de destino;Sim;Faculdade de Filosofia Ciências Humanas;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;CP;DC;DC;DC;DC;DC;CP;CP;CP;DC;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);9º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
28;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Filosofia;6º;S;;;5-9 Semana;Residência Universitária V;Faculdade de Filosofia Ciências Humanas;5-9 Semana;Aula no local de destino;Sim;Faculdade de Filosofia Ciências Humanas;Faculdade de Educação;1-4 Semana;Aula no local de destino;Não;;;;;DP;DC;CP;DC;DP;DC;DP;DP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito - Noturno;5º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito;1º;N;;;1-4 Mês;Escola de Belas Artes;Instituto de Letras;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;CP;DC;DP;CP;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
23;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Medicina;6º;S;;;1-4 Semana;Creche UFBA;Residência Universitária I;10-M Semana;Refeição em Restaurante Universitário;Sim;Residência Universitária I;Faculdade de Arquitetura;10-M Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Outros Locais (Não UFBA);Residência Universitária I;5-9 Semana;Refeição em Restaurante Universitário;DP;DC;CP;DC;DC;CP;CP;DP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
22;M;0-1 SM;PcD Física;Grad;Licenciatura em Computação - Noturno;3º;S;;;5-9 Semana;Instituto de Matemática;Escola Politécnica;5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;CP;DP;DC;CP;DP;CP;DP;CC;DP;CP;MT IMP;MT IMP;MT IMP;PC IMP;PC IMP;MT IMP;PC IMP;IMP;IMP
26;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes Plásticas;7º;S;;;5-9 Semana;Outros Locais (Não UFBA);Escola de Belas Artes;5-9 Semana;Aula no local de destino;Sim;Reitoria;Outros Locais (Não UFBA);5-9 Semana;Refeição em Restaurante Universitário;Não;;;;;DP;DC;DP;CP;DP;CP;DP;CP;DC;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;PC IMP;MT IMP;MT IMP
19;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Saúde - Noturno;3º;S;;;5-9 Semana;Creche UFBA;Inst. de Humanidades Artes e Ciências;5-9 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DP;CC;DC;DC;DP;DP;DP;DP;CC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Secretariado Executivo;3º;S;;;10-M Semana;Escola de Administração;Instituto de Letras;10-M Semana;Aula no local de destino;Sim;Instituto de Letras;Pró-Reitoria de Ações Afirmativas e Assistência Estudantil;10-M Semana;Atividade de Pesquisa/Extensão no local de destino;Não;;;;;DP;DC;DP;DC;DC;DP;DP;DP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
19;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Sociais (Lic. e Bach.);2º;N;;;5-9 Semana;Pró-Reitoria de Ações Afirmativas e Assistência Estudantil;Faculdade de Filosofia Ciências Humanas;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DC;DP;DC;DC;DP;DC;DP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
29;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Oceanografia;10º;N;;;1-4 Mês;Pavilhão de Aulas da Federação I;Reitoria;1-4 Semestre;Outro;Não;;;;;;;;;;DC;DC;DC;DC;CP;CP;CC;CC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;5º;N;;;1-4 Semana;Restaurante Universitário (Campus Ondina);Escola Politécnica;1-4 Semana;Aula no local de destino;Sim;Escola Politécnica;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;DP;DC;CP;CP;DP;DP;CC;CC;DP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Secretariado Executivo;3º;N;;;10-M Semana;Creche UFBA;Pavilhão  de  Aulas IV;10-M Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas IV;Reitoria;10-M Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Escola de Administração;Pavilhão  de  Aulas IV;10-M Semana;Aula no local de destino;DC;DC;CP;DC;DP;DP;DP;DP;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
29;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;3º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;PC IMP;PC IMP;PC IMP;PC IMP;PC IMP;PC IMP;PC IMP;PC IMP;PC IMP
22;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);8º;N;;;1-4 Semestre;Reitoria;Pavilhão  de  Aulas  da  Federação  III;1-4 Semestre;Aula no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  III;Pró-Reitoria de Ensino de Graduação (PROGRAD);1-4 Semestre;Atividade de Pesquisa/Extensão no local de destino;Não;;;;;DC;DC;DC;DC;DC;DC;DP;DP;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Medicina Veterinária;2º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;PC IMP;PC IMP;PC IMP;PC IMP;IMP;IMP
49;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Arquivologia;5º;N;;;1-4 Mês;Reitoria;Instituto de Letras;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;CP;DP;CP;DC;DC;DC;DC;CP;DC;DC;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
38;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;História (Lic. e Bach.);7º;S;;;5-9 Semana;Instituto de Matemática;Instituto de Matemática;5-9 Semana;Refeição em Restaurante Universitário;Sim;Instituto de Matemática;Reitoria;5-9 Semana;Retorno à Residência Universitária;Não;;;;;DP;DC;CP;DP;DP;DC;DP;DP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
17;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;MT IMP;IMP;IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
31;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Contábeis - Noturno;3º;N;;;1-4 Semestre;Faculdade de Ciências Contábeis;Escola de Belas Artes;1-4 Semestre;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DC;DP;CP;DP;DP;DC;DC;CP;DP;DC;MT IMP;IMP;IMP;PC IMP;ND IMP;MT IMP;IMP;IMP;MT IMP
55;M;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
30;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia da Computação;1º;N;;;1-4 Semana;Restaurante Universitário (Campus Ondina);Reitoria;1-4 Semana;Atividade de Pesquisa/Extensão no local de destino;Sim;Reitoria;Restaurante Universitário (Campus Ondina);1-4 Semana;Outro;Não;;;;;CP;DC;DP;DC;DC;CP;CP;DP;DP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP
18;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Secretariado Executivo;3º;S;;;5-9 Semana;Escola de Administração;Pavilhão  de  Aulas  da  Federação  III;5-9 Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  III;Escola de Administração;5-9 Semana;Aula no local de destino;Não;;;;;DP;DP;DP;DC;DC;DP;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
31;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Secretariado Executivo;3º;N;;;10-M Semana;Escola de Administração;Pavilhão  de  Aulas  da  Federação  III;5-9 Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  III;Escola de Administração;10-M Semana;Aula no local de destino;Não;;;;;DP;DP;DC;DC;DP;DP;DP;DP;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
32;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Prof;;;;;Escola de Dança;1-4 Mês;Escola de Dança;Centro de Estudos Afro-Orientais - CEAO;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DP;DP;DC;DP;DP;DC;CP;DP;CC;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Geografia (Lic.) - Noturno;9º;N;;;1-4 Mês;Instituto de Geociências;Faculdade de Educação;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;CP;DP;CP;DP;DP;DC;CP;CC;CP;CP;MT IMP;MT IMP;PC IMP;PC IMP;PC IMP;IMP;PC IMP;IMP;PC IMP
28;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Pró-Reitoria de Administração (PROAD);1-4 Semestre;Outros Locais (UFBA);Escola Politécnica;1-4 Semestre;Outro;Não;;;;;;;;;;DP;DC;CP;CP;CP;DC;CP;CP;CP;CP;MT IMP;MT IMP;PC IMP;PC IMP;ND IMP;MT IMP;PC IMP;IMP;PC IMP
44;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;3º;N;;;1-4 Semestre;Reitoria;Escola Politécnica;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DC;DC;DC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Comunicação - Jornalismo;5º;N;;;10-M Semana;Residência Universitária III;Instituto de Matemática;10-M Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;CP;DC;CP;DC;CP;CC;CP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP
21;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Farmácia;5º;N;;;10-M Semana;Residência Universitária III;Pavilhão de Aulas da Federação I;5-9 Semana;Aula no local de destino;Sim;Faculdade de Direito;Faculdade de Farmácia;1-4 Semana;Aula no local de destino;Sim;Pavilhão de Aulas da Federação VI;Restaurante Universitário (Campus São Lázaro);1-4 Semana;Refeição em Restaurante Universitário;CP;DC;DC;CP;DP;DP;CP;CC;CP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;MT IMP
21;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Econômicas;1º;N;;;5-9 Semana;Pavilhão de Aulas do Canela;Pavilhão de Aulas da Federação I;5-9 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;DP;CP;DC;CP;CP;CC;DP;DP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
20;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Comunicação - Jornalismo;3º;N;;;5-9 Semana;Outros Locais (Não UFBA);Instituto de Letras;10-M Semana;Aula no local de destino;Sim;Instituto de Letras;Outros Locais (Não UFBA);10-M Semana;Outro;Sim;Faculdade de Comunicação;Instituto Feminino;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;DP;DP;CC;CP;CP;DP;CC;CC;CC;CP;IMP;IMP;MT IMP;PC IMP;PC IMP;MT IMP;IMP;IMP;MT IMP
20;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Transporte Terrestre: Gestão do Transporte e Trânsito;3º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;PC IMP;PC IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciências Contábeis - Noturno;3º;N;;;1-4 Semana;Pavilhão de Aulas do Canela;Instituto de Matemática;1-4 Semana;Aula no local de destino;Sim;Faculdade de Ciências Contábeis;Instituto de Matemática;1-4 Semana;Aula no local de destino;Não;;;;;DC;DC;DP;DP;DP;DC;DP;CC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades - Noturno;2º;N;;;1-4 Semana;Restaurante Universitário (Campus São Lázaro);Faculdade de Direito;1-4 Semana;Aula no local de destino;Sim;Restaurante Universitário (Campus Ondina);Pavilhão de Aulas de São Lázaro;1-4 Semana;Aula no local de destino;Não;;;;;DP;DC;DP;DP;DC;DC;CP;CP;CP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
23;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;6º;S;;;10-M Semana;Escola Politécnica;Faculdade de Ciências Econômicas;5-9 Semana;Outro;Sim;Instituto de Matemática;Escola Politécnica;5-9 Semana;Aula no local de destino;Não;;;;;DP;DP;CC;DP;CP;DP;CP;CP;DC;CP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Nutrição;5º;N;;;1-4 Semana;Pavilhão de Aulas do Canela;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;CC;DP;CP;DP;CP;CP;DP;DP;MT IMP;MT IMP;IMP;IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
23;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Nutrição;5º;N;;;10-M Semana;Instituto Feminino;Restaurante Universitário (Campus São Lázaro);5-9 Semana;Refeição em Restaurante Universitário;Sim;Restaurante Universitário (Campus São Lázaro);Reitoria;5-9 Semana;Aula no local de destino;Não;;;;;DC;DC;CP;DC;CP;CP;CC;CP;CP;DP;MT IMP;MT IMP;IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP
21;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Civil;7º;N;;;1-4 Semana;Pavilhão de Aulas da Federação I;Escola Politécnica;1-4 Semana;Aula no local de destino;Sim;Restaurante Universitário (Campus São Lázaro);Escola Politécnica;1-4 Semestre;Refeição em Restaurante Universitário;Sim;Reitoria;Escola Politécnica;1-4 Semestre;Aula no local de destino;DP;DC;DP;DC;CP;DC;CC;CC;CP;DP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;IMP;IMP
18;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Nutrição;5º;N;;;1-4 Semana;Escola de Nutrição;Faculdade de Farmácia;1-4 Semestre;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DC;CP;DP;DP;DC;MT IMP;MT IMP;IMP;IMP;PC IMP;PC IMP;PC IMP;PC IMP;IMP
32;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Museologia;3º;N;;;5-9 Semana;Faculdade de Filosofia Ciências Humanas;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Faculdade de Filosofia Ciências Humanas;Pavilhão de Aulas da Federação I;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Reitoria;Faculdade de Filosofia Ciências Humanas;1-4 Semana;Aula no local de destino;DC;DC;CP;DC;CP;CC;CP;CP;DP;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Química (Lic. Bach. e Química Industrial);7º;N;;;1-4 Semestre;Pavilhão de Aulas da Federação I;Pavilhão de Aulas da Federação VI;1-4 Mês;Aula no local de destino;Sim;Pavilhão de Aulas da Federação I;Faculdade de Educação;1-4 Mês;Aula no local de destino;Não;;;;;DC;CP;CP;DC;DC;DC;CC;CC;CP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
